11;Write a note of appreciation to someone;0;social;1;0;1770521;;2023-10-03 11:55:14.9984413
13;Take a nap;0;relaxation;1;0;6184514;;2023-10-03 11:57:16.8600690
18;Color;0;relaxation;1;0;5322987;;2023-10-03 12:02:20.1296368
20;Create a meal plan for the coming week;0;cooking;1;0;3491470;;2023-10-03 12:04:22.2772705
22;Learn the NATO phonetic alphabet;0;education;1;0;6706598;https://en.wikipedia.org/wiki/NATO_phonetic_alphabet;2023-10-03 12:06:23.6564334
23;Draw something interesting;0;recreational;1;0;8033599;;2023-10-03 12:07:24.3596561
28;Learn and play a new card game;0;recreational;1;0;9660022;https://www.pagat.com;2023-10-03 12:12:27.3866121
31;Organize a cluttered drawer;0;busywork;1;0;9714586;;2023-10-03 12:16:30.0097657
32;Organize your music collection;0;busywork;1;0;3151646;;2023-10-03 12:17:31.0217113
39;Learn Morse code;0;education;1;0;3646173;https://en.wikipedia.org/wiki/Morse_code;2023-10-03 12:27:40.4446757
43;Make a new friend;0;social;1;0;1000000;;2023-10-03 12:32:44.4069814
45;Memorize the fifty states and their capitals;0;education;1;0;4179309;;2023-10-03 12:34:45.7095242
53;Give your pet ten minutes of focused attention;0;relaxation;1;0;9937387;;2023-10-03 12:45:53.3389034
64;Start a daily journal;0;relaxation;1;0;8779876;;2023-10-03 12:59:02.2473228
72;Plan a trip to another country;0;recreational;1;0;5554727;;2023-10-03 13:09:08.7887224
76;Write a list of things you are grateful for;0;relaxation;1;0;2062010;;2023-10-03 13:15:12.7282410
85;Listen to a new music genre;0;music;1;0;4708863;;2023-10-03 13:34:34.4124767
87;Organize your pantry;0;busywork;1;0;3954882;;2023-10-03 13:38:36.8661584
103;Make a bucket list;0;busywork;1;0;2735499;;2023-10-03 14:20:04.1691757
106;Write a poem;0;recreational;1;0;8688620;;2023-10-03 14:26:08.3600121
121;Surprise your significant other with something considerate;0;social;1;0;6204657;;2023-10-03 14:52:25.0666285
124;Organize your movie collection;0;busywork;1;0;6378359;;2023-10-03 15:04:33.6714450
126;Shred old documents you don't need anymore;0;busywork;1;0;2430066;;2023-10-03 15:08:36.3334056
148;Organize a bookshelf;0;busywork;1;0;6098037;;2023-10-03 16:06:13.2502812
149;Contribute code or a monetary donation to an open-source software project;0;charity;1;0;7687030;https://github.com/explore;2023-10-03 16:24:25.2873293
157;Learn how to whistle with your fingers;0;education;1;0;2790297;;2023-10-03 16:54:47.0157699
151;Explore a park you have never been to before;0;recreational;1;0;8159356;;2023-10-03 16:28:29.7870888
166;Resolve a problem you've been putting off;0;busywork;1;0;9999999;;2023-10-03 17:44:19.6876542
175;Write a song;0;music;1;0;5188388;;2023-10-03 18:59:10.3433619
184;Watch a Khan Academy lecture on a subject of your choosing;0;education;1;0;7154873;https://www.khanacademy.org/;2023-10-03 21:23:43.5994129
187;Play a video game;0;recreational;1;0;5534113;;2023-10-03 22:01:07.8875131
189;Learn about a distributed version control system such as Git;0;education;1;0;9303608;https://en.wikipedia.org/wiki/Distributed_version_control;2023-10-03 22:46:37.5999791
190;Uninstall unused apps from your devices;0;busywork;1;0;2850593;;2023-10-03 23:06:50.6685963
193;Clean out your refrigerator;0;busywork;1;0;9324336;;2023-10-04 00:54:03.3447403
196;Configure two-factor authentication on your accounts;0;busywork;1;0;1572120;https://en.wikipedia.org/wiki/Multi-factor_authentication;2023-10-04 09:37:40.8626592
168;Compliment someone;0;social;2;0;9149470;;2023-10-03 17:49:23.2811812
16;Host a movie marathon with some friends;0;social;3;0;5914292;;2023-10-03 12:00:18.7828257
9;Learn to write with your nondominant hand;0,02;recreational;1;0;1645485;;2023-10-03 11:53:13.5217520
6;Create a cookbook with your favorite recipes;0,05;cooking;1;0;1947449;;2023-10-03 11:50:10.9092258
1;Meditate for five minutes;0,05;relaxation;1;0;3699502;;2023-10-03 11:45:05.3734301
12;Think of a new business idea;0,05;recreational;1;0;6808057;;2023-10-03 11:56:15.6273462
42;Learn a new recipe;0,05;cooking;1;0;6553978;;2023-10-03 12:31:43.7488173
60;Pick up litter around your favorite park;0,05;charity;1;0;4894697;;2023-10-03 12:54:59.5012426
61;Try a food you don't like;0,05;recreational;1;0;6693574;;2023-10-03 12:56:00.1233049
129;Learn how to fold a paper crane;0,05;education;1;0;3136036;;2023-10-03 15:12:38.9439710
122;Make a to-do list for your week;0,05;busywork;1;0;5920481;;2023-10-03 14:58:29.3273864
83;Plan a vacation you've always wanted to take;0,05;relaxation;1;0;7265395;;2023-10-03 13:31:32.4551303
78;Have a paper airplane contest with some friends;0,05;social;4;0;8557562;;2023-10-03 13:18:14.6256988
102;Catch up on world news;0,07;recreational;1;0;6596257;;2023-10-03 14:17:02.2281755
98;Clean out your car;0,08;busywork;1;0;2896176;;2023-10-03 14:06:55.8859630
92;Make a couch fort;0,08;recreational;1;0;2352669;;2023-10-03 13:47:43.1836802
128;Take a caffeine nap;0,08;relaxation;1;0;5092652;;2023-10-03 15:10:37.6684013
135;Go to the gym;0,1;recreational;1;0;4387026;;2023-10-03 15:25:47.2306948
115;Go for a walk;0,1;relaxation;1;0;4286250;;2023-10-03 14:44:20.0848675
118;Start a blog for something you're passionate about;0,1;recreational;1;0;8364626;;2023-10-03 14:49:23.2305760
108;Make a scrapbook with pictures of your favorite memories;0,1;diy;1;0;5554174;;2023-10-03 14:30:10.9157410
109;Shop at support your local farmers market;0,1;relaxation;1;0;8979931;;2023-10-03 14:31:11.5468014
113;Read a formal research paper on an interesting subject;0,1;education;1;0;3352474;;2023-10-03 14:42:18.5063508
89;Take a bubble bath;0,1;relaxation;1;0;2581372;;2023-10-03 13:44:41.1507365
79;Write a short story;0,1;recreational;1;0;6301585;;2023-10-03 13:20:15.9049461
81;Take your cat on a walk;0,1;relaxation;1;0;5940465;;2023-10-03 13:28:30.5660511
86;Take a hike at a local park;0,1;recreational;1;0;8724324;;2023-10-03 13:36:35.6372843
73;Write a thank you letter to an influential person in your life;0,1;social;1;0;4101229;;2023-10-03 13:10:09.4030596
74;Learn how to french braid hair;0,1;education;1;0;8926492;;2023-10-03 13:11:10.0194427
62;Learn how to make an Alexa skill;0,1;education;1;0;1592381;https://developer.amazon.com/en-US/docs/alexa/custom-skills/steps-to-build-a-custom-skill.html;2023-10-03 12:57:00.7395846
66;Watch a classic movie;0,1;recreational;1;0;8081693;;2023-10-03 13:01:03.6162550
51;Do something nice for someone you care about;0,1;social;1;0;8321894;;2023-10-03 12:41:50.7631633
47;Volunteer at your local food pantry;0,1;charity;1;0;1878070;;2023-10-03 12:36:47.0022280
44;Learn how the internet works;0,1;education;1;0;9414706;;2023-10-03 12:33:45.0725922
40;Clean out your garage;0,1;busywork;1;0;7023703;;2023-10-03 12:28:41.0706898
30;Practice coding in your favorite lanaguage;0,1;recreational;1;0;7096020;;2023-10-03 12:15:29.4114166
8;Volunteer and help out at a senior center;0,1;charity;1;0;3920096;;2023-10-03 11:52:12.7428068
2;Create or update your resume;0,1;busywork;1;0;9364041;;2023-10-03 11:46:06.7241752
169;Volunteer at your local food bank;0,1;charity;1;0;2055368;;2023-10-03 18:05:34.7465754
170;Go stargazing;0,1;relaxation;1;0;8832605;;2023-10-03 18:15:43.5749815
162;Make your own LEGO creation;0,1;recreational;1;0;1129748;;2023-10-03 17:22:04.4965160
158;Conquer one of your fears;0,1;recreational;1;0;8344539;;2023-10-03 17:03:52.8608960
159;Learn to sew on a button;0,1;education;1;0;8731971;;2023-10-03 17:06:54.7007477
153;Clean out your closet and donate the clothes you've outgrown;0,1;charity;1;0;9026787;;2023-10-03 16:40:38.2265809
154;Make a budget;0,1;busywork;1;0;4379552;;2023-10-03 16:46:41.9475721
146;Study a foreign language;0,1;education;1;0;9765530;;2023-10-03 16:02:10.5604331
147;Start a book you've never gotten around to reading;0,1;relaxation;1;0;7114122;;2023-10-03 16:05:12.6303422
140;Hold a yard sale;0,1;social;1;0;1432113;;2023-10-03 15:38:55.4609607
143;Solve a Rubik's cube;0,1;recreational;1;0;4151544;;2023-10-03 15:51:03.1225279
144;Learn how to write in shorthand;0,1;education;1;0;6778219;;2023-10-03 15:56:06.1880502
195;Learn calligraphy;0,1;education;1;0;4565537;;2023-10-04 03:10:34.3833384
188;Fill out a basketball bracket;0,1;recreational;1;0;7806284;;2023-10-03 22:09:13.3963459
177;Find a charity and donate to it;0,1;charity;1;0;1488053;;2023-10-03 19:33:32.6359363
178;Draw and color a Mandala;0,1;relaxation;1;0;4614092;https://en.wikipedia.org/wiki/Mandala;2023-10-03 20:09:55.3143120
180;Patronize a local independent restaurant;0,1;recreational;1;0;5319204;;2023-10-03 20:18:00.3598391
90;Go swimming with a friend;0,1;social;2;0;1505028;;2023-10-03 13:45:41.7807358
48;Have a picnic with some friends;0,1;social;3;0;6813070;;2023-10-03 12:38:48.7051109
65;Have a bonfire with your close friends;0,1;social;4;0;8442249;;2023-10-03 13:00:02.9635826
134;Hold a video game tournament with some friends;0,1;social;4;0;2300257;;2023-10-03 15:22:45.2576314
123;Create a personal website;0,12;recreational;1;0;3141417;;2023-10-03 14:59:29.9338454
183;Listen to a new podcast;0,12;relaxation;1;0;4124860;;2023-10-03 21:21:42.3268092
186;Teach your dog a new trick;0,15;relaxation;1;0;1668223;;2023-10-03 21:59:06.5914827
150;Create a compost pile;0,15;diy;1;0;8631548;;2023-10-03 16:26:27.6007851
160;Rearrange and organize your room;0,15;busywork;1;0;6197243;;2023-10-03 17:19:02.6535135
112;Watch a movie you'd never usually watch;0,15;relaxation;1;0;9212950;;2023-10-03 14:38:15.9971080
132;Take a class at your local community center that interests you;0,15;education;1;0;8750692;;2023-10-03 15:16:41.4923583
127;Wash your car;0,15;busywork;1;0;1017771;;2023-10-03 15:09:36.9308283
4;Catch up with a friend over a lunch date;0,15;social;2;0;5590133;;2023-10-03 11:48:09.0346767
33;Create and follow a savings plan;0,2;busywork;1;0;9366464;;2023-10-03 12:18:31.6584997
29;Pull a harmless prank on one of your friends;0,2;social;1;0;1288934;;2023-10-03 12:14:28.7413548
38;Learn about the Golden Ratio;0,2;education;1;0;2095681;https://en.wikipedia.org/wiki/Golden_ratio;2023-10-03 12:25:37.8492982
36;Learn how to play a new sport;0,2;recreational;1;0;5808228;;2023-10-03 12:22:34.7639134
138;Listen to your favorite album;0,2;music;1;0;3136729;;2023-10-03 15:31:51.0101855
111;Binge watch a trending series;0,2;recreational;1;0;5881647;;2023-10-03 14:36:14.7444693
117;Go to a local thrift shop;0,2;recreational;1;0;8503795;;2023-10-03 14:47:21.9451434
120;Back up important computer files;0,2;busywork;1;0;9081214;;2023-10-03 14:51:24.4664607
93;Learn to greet someone in a new language;0,2;education;1;0;4704256;;2023-10-03 13:54:48.0655623
94;Paint the first thing you see;0,2;recreational;1;0;1162360;;2023-10-03 13:55:48.7633918
95;Go on a long drive with no music;0,2;relaxation;1;0;4290333;;2023-10-03 13:57:50.0177379
82;Take your dog on a walk;0,2;relaxation;1;0;9318514;;2023-10-03 13:29:31.1674739
155;Make bread from scratch;0,2;cooking;1;0;4809815;;2023-10-03 16:49:43.8749435
176;Go to the library and find an interesting book;0,2;relaxation;1;0;8253550;;2023-10-03 19:12:18.4878189
191;Make homemade ice cream;0,2;cooking;1;0;3818400;;2023-10-03 23:54:24.0080851
192;Mow your neighbor's lawn;0,2;charity;1;0;1303906;;2023-10-03 23:57:26.5874810
185;Make tie dye shirts;0,2;diy;1;0;8092359;;2023-10-03 21:37:53.1458269
21;Text a friend you haven't talked to in a long time;0,2;social;2;0;6081071;;2023-10-03 12:05:22.9108736
15;Go to a music festival with some friends;0,2;social;4;0;6482790;;2023-10-03 11:59:18.1313314
105;Invite some friends over for a game night;0,2;social;4;0;6613428;;2023-10-03 14:25:07.7386480
37;Have a football scrimmage with some friends;0,2;social;8;0;1638604;;2023-10-03 12:24:36.0259529
54;Learn a new programming language;0,25;education;1;0;5881028;;2023-10-03 12:46:53.9730185
110;Learn Express.js;0,25;education;1;0;3943506;https://expressjs.com/;2023-10-03 14:35:14.0361354
165;Make a simple musical instrument;0,25;music;1;0;7091374;;2023-10-03 17:38:16.0115548
172;Learn how to iceskate or rollerskate;0,25;recreational;1;0;5947957;;2023-10-03 18:37:57.2736620
152;Prepare a dish from a foreign culture;0,3;cooking;1;0;8061754;;2023-10-03 16:36:35.7815216
179;Learn how to use a french press;0,3;recreational;1;0;4522866;https://en.wikipedia.org/wiki/French_press;2023-10-03 20:11:56.5289948
114;Fix something that's broken in your house;0,3;diy;1;0;6925988;;2023-10-03 14:43:19.4515249
116;Pot some plants and put them around your house;0,3;relaxation;1;0;6613330;;2023-10-03 14:45:20.7025226
131;Learn woodworking;0,3;diy;1;0;9216391;;2023-10-03 15:14:40.2065406
99;Plant a tree;0,3;recreational;1;0;1942393;;2023-10-03 14:08:57.1507876
59;Learn origami;0,3;education;1;0;8394738;;2023-10-03 12:53:58.8229180
101;Learn how to make a website;0,3;education;1;0;9924423;;2023-10-03 14:10:58.4251778
56;Bake pastries for you and your neighbor;0,3;cooking;1;0;8125168;;2023-10-03 12:50:57.0238205
49;Find a DIY to do;0,3;diy;1;0;4981819;;2023-10-03 12:39:49.3958222
52;Bake something you've never tried before;0,3;cooking;1;0;5665663;;2023-10-03 12:42:51.4325006
19;Mow your lawn;0,3;busywork;1;0;3590127;;2023-10-03 12:03:21.3943950
26;Buy a new house decoration;0,3;recreational;1;0;3456114;;2023-10-03 12:10:26.1688016
41;Go to a concert with local artists with some friends;0,3;social;3;0;2211716;;2023-10-03 12:29:42.2242610
142;Bake a pie with some friends;0,3;cooking;3;0;3141592;;2023-10-03 15:49:01.7868808
141;Go see a Broadway production;0,3;recreational;4;1;4448913;;2023-10-03 15:40:56.7415417
194;Go see a movie in theaters with a few friends;0,3;social;4;0;5262759;;2023-10-04 02:27:04.9713052
3;Go to an escape room;0,3;social;4;1;5585829;;2023-10-03 11:47:08.0454418
7;Play a volleyball match with some friends;0,3;social;4;0;4306710;;2023-10-03 11:51:11.7068690
91;Play a game of Monopoly;0,3;social;4;0;1408058;;2023-10-03 13:46:42.4578907
133;Take a spontaneous road trip with some friends;0,3;social;4;0;2085321;;2023-10-03 15:19:43.3466662
17;Have a jam session with your friends;0,3;music;5;0;2715253;;2023-10-03 12:01:19.4184845
27;Explore the nightlife of your city;0,32;social;1;0;2237769;;2023-10-03 12:11:26.7839843
125;Donate blood at a local blood center;0,35;charity;1;0;6509779;https://www.redcross.org/give-blood;2023-10-03 15:06:34.9818052
75;Start a garden;0,35;recreational;1;0;1934228;;2023-10-03 13:12:10.6338516
164;Go to a karaoke bar with some friends;0,35;social;4;1;9072906;;2023-10-03 17:36:14.7745899
173;Learn the Chinese erhu;0,4;music;1;1;2742452;;2023-10-03 18:40:59.1022224
67;Repaint a room in your house;0,4;recreational;1;0;4877086;;2023-10-03 13:02:04.2668421
50;Play a game of tennis with a friend;0,4;social;2;0;1093640;;2023-10-03 12:40:50.0490602
80;Go on a fishing trip with some friends;0,4;social;3;0;3149232;;2023-10-03 13:26:29.3376634
58;Go to a concert with some friends;0,4;social;4;1;4558850;;2023-10-03 12:52:58.2183080
63;Go to a nail salon;0,5;relaxation;1;0;7526324;;2023-10-03 12:58:01.4823882
34;Start a collection;0,5;recreational;1;0;1718657;;2023-10-03 12:19:32.3077564
96;Volunteer at a local animal shelter;0,5;charity;1;0;1382389;;2023-10-03 13:58:50.7195786
97;Draft your living will;0,5;busywork;1;0;2360432;https://www.investopedia.com/terms/l/livingwill.asp;2023-10-03 13:59:51.3523346
145;Prepare a 72-hour kit;0,5;busywork;1;1;4266522;https://www.ready.gov/kit;2023-10-03 16:00:09.2500762
100;Learn the periodic table;0,6;education;1;0;3621244;https://en.wikipedia.org/wiki/Periodic_table;2023-10-03 14:09:57.8083821
137;Learn to play a new instrument;0,6;music;1;1;3192099;;2023-10-03 15:30:50.3252598
107;Visit your past teachers;0,7;social;1;0;8238918;;2023-10-03 14:29:10.2259847
55;Learn how to use an Arduino;0,7;education;1;0;8264223;https://en.wikipedia.org/wiki/Arduino;2023-10-03 12:49:56.3977582
68;Visit a nearby museum;0,7;recreational;1;0;5490351;;2023-10-03 13:03:04.9763413
182;Play basketball with a group of friends;0,7;social;5;0;8683473;;2023-10-03 21:11:35.9919725
181;Learn GraphQL;0,8;education;1;0;2167064;https://graphql.org/;2023-10-03 20:19:01.0167630
10;Learn Kotlin;0,8;education;1;0;3950821;https://kotlinlang.org/;2023-10-03 11:54:14.3778407
5;Improve your touch typing;0,8;busywork;1;0;2526437;https://en.wikipedia.org/wiki/Touch_typing;2023-10-03 11:49:10.0217741
139;Write a handwritten letter to somebody;0,8;social;1;0;2277801;;2023-10-03 15:35:53.5301777
136;Memorize a favorite quote or poem;0,8;education;1;0;9008639;;2023-10-03 15:29:49.7013850
130;Do something you used to do as a kid;0,8;relaxation;1;0;8827573;;2023-10-03 15:13:39.6159394
70;Donate to your local food bank;0,8;charity;1;1;4150284;;2023-10-03 13:07:07.5676041
167;Cook something together with someone;0,8;cooking;2;0;1799120;;2023-10-03 17:46:21.3871953
156;Have a photo session with some friends;0,8;social;4;0;3305912;;2023-10-03 16:51:45.1404250
71;Start a band;0,8;music;4;0;5675880;;2023-10-03 13:08:08.1557178
104;Research a topic you're interested in;0,9;education;1;0;3561421;;2023-10-03 14:24:06.7046869
119;Learn Javascript;0,9;education;1;0;3469378;;2023-10-03 14:50:23.8450383
57;Organize your basement;0,9;busywork;1;0;8203595;;2023-10-03 12:51:57.6237087
46;Go for a run;0,9;recreational;1;0;6852505;;2023-10-03 12:35:46.3540809
161;Listen to music you haven't heard in a while;0,9;music;1;0;4296813;;2023-10-03 17:20:03.2738781
163;Do yoga;0,9;recreational;1;0;4688012;;2023-10-03 17:30:09.9197753
174;Start a webinar on a topic of your choice;0,9;education;1;0;6826029;;2023-10-03 18:56:08.4052038
171;Do a jigsaw puzzle;1;recreational;1;0;8550768;https://en.wikipedia.org/wiki/Jigsaw_puzzle;2023-10-03 18:20:46.5588613
69;Watch the sunset or the sunrise;1;recreational;1;0;4748214;;2023-10-03 13:05:06.2950236
14;Organize your dresser;1;busywork;1;0;7556665;;2023-10-03 11:58:17.4886478
35;Sit in the dark and listen to your favorite music with no distractions;1;relaxation;1;0;9908721;;2023-10-03 12:20:33.3915569
24;Start a family tree;1;social;1;0;6825484;https://en.wikipedia.org/wiki/Family_tree;2023-10-03 12:08:24.9641473
25;Look at pictures and videos of cute animals;1;relaxation;1;0;2565076;;2023-10-03 12:09:25.5636532
88;Learn how to beatbox;1;recreational;1;0;8731710;https://en.wikipedia.org/wiki/Beatboxing;2023-10-03 13:42:39.3323077
77;Look at your finances and find one way to save money;1;busywork;1;0;5977626;;2023-10-03 13:16:13.3447415
84;Match your storage containers with their lids;1;busywork;1;0;4940907;;2023-10-03 13:33:33.7331915
